INFO 2024-09-28 09:10:42,755 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-28 09:10:43,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\checks.py first seen with mtime 1727535191.792605
DEBUG 2024-09-28 09:10:43,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\management\color.py first seen with mtime 1727535193.7338195
DEBUG 2024-09-28 09:10:43,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1727535189.2582633
DEBUG 2024-09-28 09:10:43,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1727535193.706522
DEBUG 2024-09-28 09:10:43,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\compat.py first seen with mtime 1727535794.5452676
DEBUG 2024-09-28 09:10:43,643 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,643 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1727535191.603704
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\utils\humanize_datetime.py first seen with mtime 1727535794.756908
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\commands\cluster.py first seen with mtime 1727536050.6743238
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\fields\array.py first seen with mtime 1727535192.9305322
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\rsa.py first seen with mtime 1727535808.6730447
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\functions\text.py first seen with mtime 1727535193.9345453
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1727535193.8190842
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\ciphers\__init__.py first seen with mtime 1727535808.6801782
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\generic\edit.py first seen with mtime 1727535194.1087885
DEBUG 2024-09-28 09:10:43,644 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\utils.py first seen with mtime 1727535192.923519
DEBUG 2024-09-28 09:10:43,644 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\ast.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\paginator.py first seen with mtime 1727535193.6837022
DEBUG 2024-09-28 09:10:43,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1727535191.5984886
DEBUG 2024-09-28 09:10:43,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_overlapped.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:10:43,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1727535191.8016033
DEBUG 2024-09-28 09:10:43,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_text.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_subprocess.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\introspection.py first seen with mtime 1727535193.8724434
DEBUG 2024-09-28 09:10:43,645 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\html\parser.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,645 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\cache.py first seen with mtime 1727535194.0569649
DEBUG 2024-09-28 09:10:43,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\charset.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,646 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\staticfiles\__init__.py first seen with mtime 1727535193.6691592
DEBUG 2024-09-28 09:10:43,646 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\query.py first seen with mtime 1727535193.9200964
DEBUG 2024-09-28 09:10:43,646 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\gzip.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\_parsers\socket.py first seen with mtime 1727536050.6645718
DEBUG 2024-09-28 09:10:43,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\_parsers\hiredis.py first seen with mtime 1727536050.661583
DEBUG 2024-09-28 09:10:43,647 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\conf\locale\__init__.py first seen with mtime 1727535190.591372
DEBUG 2024-09-28 09:10:43,648 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\mime\multipart.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\autoreload.py first seen with mtime 1727535194.0566387
DEBUG 2024-09-28 09:10:43,648 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_lzma.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:10:43,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\psycopg2\_psycopg.cp312-win_amd64.pyd first seen with mtime 1727535534.4104538
DEBUG 2024-09-28 09:10:43,648 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1727535193.7034657
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\signals.py first seen with mtime 1727535193.6847024
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\operations.py first seen with mtime 1727535193.872851
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\cache\backends\base.py first seen with mtime 1727535193.690282
DEBUG 2024-09-28 09:10:43,649 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\selectors.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\models.py first seen with mtime 1727535193.2823544
DEBUG 2024-09-28 09:10:43,649 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\shutil.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\validators.py first seen with mtime 1727535193.6863356
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\urls\utils.py first seen with mtime 1727535194.0524344
DEBUG 2024-09-28 09:10:43,649 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\settings.py first seen with mtime 1727535885.1747503
DEBUG 2024-09-28 09:10:43,650 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\selector_events.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\forms\models.py first seen with mtime 1727535193.9492378
DEBUG 2024-09-28 09:10:43,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\response.py first seen with mtime 1727535794.5666356
DEBUG 2024-09-28 09:10:43,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\sentinel.py first seen with mtime 1727536050.6504335
DEBUG 2024-09-28 09:10:43,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\schemas\inspectors.py first seen with mtime 1727535794.6686716
DEBUG 2024-09-28 09:10:43,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\validators.py first seen with mtime 1727535794.5740092
DEBUG 2024-09-28 09:10:43,650 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\mime\message.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,650 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1727535189.2637239
DEBUG 2024-09-28 09:10:43,650 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:10:43,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\utils\timezone.py first seen with mtime 1727535794.7607052
DEBUG 2024-09-28 09:10:43,651 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\collections\abc.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,651 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\logging\handlers.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\schemas\openapi.py first seen with mtime 1727535794.6696687
DEBUG 2024-09-28 09:10:43,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1727535190.9526405
DEBUG 2024-09-28 09:10:43,651 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\json\decoder.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\schema.py first seen with mtime 1727535193.8235912
DEBUG 2024-09-28 09:10:43,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1727535194.0387697
DEBUG 2024-09-28 09:10:43,651 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\postgres\search.py first seen with mtime 1727535192.9215248
DEBUG 2024-09-28 09:10:43,652 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1727535193.7014327
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1727535194.0856981
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\features.py first seen with mtime 1727535193.8201513
DEBUG 2024-09-28 09:10:43,652 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\operator.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\_oid.py first seen with mtime 1727535808.700378
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\psycopg2\sql.py first seen with mtime 1727535534.417621
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\base\operations.py first seen with mtime 1727535193.8220754
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\urls\conf.py first seen with mtime 1727535194.0490603
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\datastructures.py first seen with mtime 1727535194.059766
DEBUG 2024-09-28 09:10:43,652 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\asymmetric\ed25519.py first seen with mtime 1727535808.670053
DEBUG 2024-09-28 09:10:43,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\psycopg2\extensions.py first seen with mtime 1727535534.4146316
DEBUG 2024-09-28 09:10:43,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\cryptography\hazmat\primitives\_cipheralgorithm.py first seen with mtime 1727535808.6973867
DEBUG 2024-09-28 09:10:43,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\psycopg2\errors.py first seen with mtime 1727535534.4134488
DEBUG 2024-09-28 09:10:43,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\_parsers\__init__.py first seen with mtime 1727536050.6544235
DEBUG 2024-09-28 09:10:43,653 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\formats.py first seen with mtime 1727535194.0676167
DEBUG 2024-09-28 09:10:43,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\decorators\cache.py first seen with mtime 1727535194.096256
DEBUG 2024-09-28 09:10:43,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,654 autoreload File D:\New folder\Inventory\env\Lib\site-packages\asgiref\__init__.py first seen with mtime 1727535190.3258097
DEBUG 2024-09-28 09:10:43,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\json\encoder.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\utils.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,654 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\futures.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\difflib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\email\_encoded_words.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\keyword.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\views.py first seen with mtime 1727535794.5755162
DEBUG 2024-09-28 09:10:43,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1727535193.6717303
DEBUG 2024-09-28 09:10:43,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\pagination.py first seen with mtime 1727535794.5604036
DEBUG 2024-09-28 09:10:43,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\_compression.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\opcode.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,655 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\security\__init__.py first seen with mtime 1727535193.7034657
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\management\__init__.py first seen with mtime 1727535192.180589
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\html.py first seen with mtime 1727535194.0701523
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1727535194.060905
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\negotiation.py first seen with mtime 1727535794.5592506
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1727535193.9335625
DEBUG 2024-09-28 09:10:43,656 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_zoneinfo.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\middleware\csrf.py first seen with mtime 1727535194.0138514
DEBUG 2024-09-28 09:10:43,656 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\http\client.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,656 autoreload File D:\New folder\Inventory\env\Lib\site-packages\psycopg2\_json.py first seen with mtime 1727535534.3944337
DEBUG 2024-09-28 09:10:43,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1727535191.605697
DEBUG 2024-09-28 09:10:43,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\redis\commands\__init__.py first seen with mtime 1727536050.673808
DEBUG 2024-09-28 09:10:43,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\request.py first seen with mtime 1727535794.5666356
DEBUG 2024-09-28 09:10:43,657 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1727535193.7164679
DEBUG 2024-09-28 09:10:43,658 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1727535193.926082
DEBUG 2024-09-28 09:10:43,658 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\utils\timezone.py first seen with mtime 1727535194.081828
DEBUG 2024-09-28 09:10:43,658 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\contextlib.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,659 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_decimal.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:10:43,659 autoreload File D:\New folder\Inventory\env\Lib\site-packages\asgiref\sync.py first seen with mtime 1727535190.335526
DEBUG 2024-09-28 09:10:43,659 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\decorators\csrf.py first seen with mtime 1727535194.0982575
DEBUG 2024-09-28 09:10:43,659 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\views\generic\list.py first seen with mtime 1727535194.1116486
DEBUG 2024-09-28 09:10:43,659 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1727535194.0108595
DEBUG 2024-09-28 09:10:43,659 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\__init__.py first seen with mtime 1727535193.7764673
DEBUG 2024-09-28 09:10:43,660 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\nturl2path.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,660 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1727535190.9575002
DEBUG 2024-09-28 09:10:43,660 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\token_blacklist\__init__.py first seen with mtime 1727535885.213502
DEBUG 2024-09-28 09:10:43,660 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\DLLs\_wmi.pyd first seen with mtime 1717728902.0
DEBUG 2024-09-28 09:10:43,660 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\__init__.py first seen with mtime 1727535794.5432498
DEBUG 2024-09-28 09:10:43,660 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\mixins.py first seen with mtime 1727535794.5582528
DEBUG 2024-09-28 09:10:43,660 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework\utils\mediatypes.py first seen with mtime 1727535794.7577145
DEBUG 2024-09-28 09:10:43,660 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1727535194.0328722
DEBUG 2024-09-28 09:10:43,660 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\unittest\loader.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,661 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\__init__.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,661 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\asyncio\format_helpers.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,661 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1727535194.028111
DEBUG 2024-09-28 09:10:43,661 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\utils.py first seen with mtime 1727535885.176738
DEBUG 2024-09-28 09:10:43,661 autoreload File D:\New folder\Inventory\env\Lib\site-packages\sqlparse\exceptions.py first seen with mtime 1727535189.2577398
DEBUG 2024-09-28 09:10:43,661 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1727535192.906278
DEBUG 2024-09-28 09:10:43,661 autoreload File D:\New folder\Inventory\inventory\user_inventory\utils.py first seen with mtime 1727536031.107679
DEBUG 2024-09-28 09:10:43,661 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1727535193.6984415
DEBUG 2024-09-28 09:10:43,662 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\ctypes\wintypes.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:43,662 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1727535192.019524
DEBUG 2024-09-28 09:10:43,662 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\models.py first seen with mtime 1727535885.171889
DEBUG 2024-09-28 09:10:43,662 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1727535193.7204714
DEBUG 2024-09-28 09:10:43,662 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\backends\postgresql\client.py first seen with mtime 1727535193.8698585
DEBUG 2024-09-28 09:10:43,662 autoreload File D:\New folder\Inventory\env\Lib\site-packages\rest_framework_simplejwt\__init__.py first seen with mtime 1727535885.1688967
DEBUG 2024-09-28 09:10:43,662 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1727535193.9285717
DEBUG 2024-09-28 09:10:44,994 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1727535194.0128536
DEBUG 2024-09-28 09:10:44,994 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1727535193.2815423
DEBUG 2024-09-28 09:10:44,996 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1727535192.0114954
DEBUG 2024-09-28 09:10:44,997 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1727535192.012492
DEBUG 2024-09-28 09:10:44,997 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1727535192.0165102
DEBUG 2024-09-28 09:10:45,000 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1727535192.0095015
DEBUG 2024-09-28 09:10:45,001 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1727535193.898232
DEBUG 2024-09-28 09:10:45,002 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1727535193.8984916
DEBUG 2024-09-28 09:10:45,004 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1727535192.9052794
DEBUG 2024-09-28 09:10:45,005 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1727535193.2867706
DEBUG 2024-09-28 09:10:45,009 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1727535191.4520967
DEBUG 2024-09-28 09:10:45,010 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\views.py first seen with mtime 1727535191.8026
DEBUG 2024-09-28 09:10:45,011 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1727535192.1835804
DEBUG 2024-09-28 09:10:45,014 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1727535193.455589
DEBUG 2024-09-28 09:10:45,014 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1727535193.899494
DEBUG 2024-09-28 09:10:45,017 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1727535191.449268
DEBUG 2024-09-28 09:10:45,018 autoreload File D:\New folder\Inventory\inventory\user_inventory\migrations\__init__.py first seen with mtime 1727535372.1287315
DEBUG 2024-09-28 09:10:45,019 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1727535192.1835804
DEBUG 2024-09-28 09:10:45,019 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1727535192.0114954
DEBUG 2024-09-28 09:10:45,020 autoreload File D:\New folder\Inventory\inventory\inventory\wsgi.py first seen with mtime 1727535330.851035
DEBUG 2024-09-28 09:10:45,022 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1727535192.013491
DEBUG 2024-09-28 09:10:45,022 autoreload File D:\New folder\Inventory\inventory\user_inventory\migrations\0001_initial.py first seen with mtime 1727535715.7526832
DEBUG 2024-09-28 09:10:45,023 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1727535192.0104992
DEBUG 2024-09-28 09:10:45,025 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1727535192.013491
DEBUG 2024-09-28 09:10:45,026 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1727535192.0176415
DEBUG 2024-09-28 09:10:45,026 autoreload File C:\Users\Lenovo\AppData\Local\Programs\Python\Python312\Lib\stringprep.py first seen with mtime 1717728852.0
DEBUG 2024-09-28 09:10:45,027 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1727535191.4520967
DEBUG 2024-09-28 09:10:45,029 autoreload File D:\New folder\Inventory\env\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1727535192.0155094
